idVeiculo,endereco_internet
269,"https://www.acidadeon.com/ribeiraopreto/cotidiano/cidades/NOT,0,0,1595615,em-11-dias-pai-mae-e-irmaos-morrem-vitimas-de-covid-na-regiao.aspx"
270,https://www.acritica.com/channels/coronavirus/news/ampliacao-da-oferta-de-leitos-na-rede-publica-reduz-a-fila-de-espera-no-amazonas
272,https://omedionorte.com.br/2020/11/rio-de-janeiro-pesquisa-mostra-eduardo-paes-na-lideranca-com-31/
273,http://www.gazetasbs.com.br/site/noticias/superacao-campo-alegrense-com-epilepsia-tem-quatro-livros-publicados-10086
274,https://agazetabahia.com/noticias/geral/29688/municipio-de-porto-seguro-deu-inicio-a-vacinacao-de-pessoas-com-sindrome-de-down-06-05-2021/
275,http://www.gazetazn.com.br/index1.asp?bm=m&ed=499&s=505&ma=5469&c=0&m=0
276,https://www.agazeta.com.br/colunas/filipe-souza/impacto-do-coronavirus-no-futuro-do-esporte-e-abordado-em-serie-documental-0620
278,http://atarde.uol.com.br/politica/eleicoes/noticias/2143864-carlos-bolsonaro-admite-uso-do-fundo-eleitoral-e-diz-que-doara-parte-do-salario
279,https://www.atribuna.com.br/variedades/popart/s%C3%A9rie-documental-aborda-impactos-da-covid-19-1.104533
281,https://www.atribunanews.com.br/artigos/dono-da-verdade-10-03-2021-16
282,https://www.atribunamt.com.br/2021/01/27/area-da-saude-prefeitura-divulga-quantidade-de-profissionais-vacinados-por-unidade/
283,https://tribunaonline.com.br/anitta-faz-primeira-aparicao-com-suposto-namorado-em-camarote-na-sapucai
284,https://www.atribunaregional.com.br/noticias/saaude-e-beleza/hapvida-investe-em-desospitalizaacaao-para-que-os-pacientes-se-recuperem-da-covid-19-em-casa
285,https://avozdaserra.com.br/noticias/loja-maconica-apoia-familias-necessitadas-e-algumas-instituicoes
288,https://www.pbagora.com.br/noticia/saude/unimed-hapvida-e-memorial-sao-francisco-estao-com-a-capacidade-maxima-na-uti-covid-para-adulto-em-jp/
289,https://agora.folha.uol.com.br/grana/2021/01/teste-de-covid-pelo-plano-de-saude-trava-em-regras-de-operadoras.shtml?utm_source=folha&utm_medium=site&utm_campaign=topicos
290,https://barulhocuritiba.bemparana.com.br/post/china-celebra-aniversario-com-remix-de-garota-de-ipanema-e-musica-de-ari-barroso#.X3ekEWhKjIU
292,https://gauchazh.clicrbs.com.br/donna/gente/noticia/2020/02/carnaval-2020-veja-os-looks-das-famosas-para-o-bloco-da-favorita-ck6nukv3b0hau01mv0els0qxp.html
293,https://www.correio24horas.com.br/noticia/nid/bolsonaro-acabei-com-a-lava-jato-porque-nao-tem-mais-corrupcao-no-governo/
295,https://www.correiobraziliense.com.br/diversao-e-arte/2020/09/4877448-concerto-entre-brasil-e-china-celebra-aniversario-de-pais-asiatico.html
297,https://correiodaamazonia.com/olhares-por-carlos-santiago/
299,https://www.correiogravatai.com.br/noticias/regiao/2021/04/01/banco-de-alimentos-precisa-de-doacoes-para-ajudar-mais-de-50-entidades.html
301,https://www.correiodeminas.com.br/congonhas-um-resumo-de-sua-trajetoria-historica-2/
302,https://correiodoestado.com.br/cidades/sequelas-cognitivas-surgem-em-casos-leves-da-covid19/386167
303,http://www.correiodopapagaio.com.br/politica/bolsonaro-recebe-crivella-para-gravar-vdeo-de-apoio
304,https://www.correiodopovo.com.br/esportes/parecer-t%C3%A9cnico-ambiental-aponta-erros-em-projeto-do-aut%C3%B3dromo-do-rio-1.506958
309,https://www.jornalcruzeiro.com.br/tags/trem/
311,https://www.dci.com.br/politica/eleicoes-rj-2020-confira-as-propostas-dos-candidatos-a-prefeitura-do-rio/29160/amp/
313,https://diarioarapiraca.com.br/editoria/geral-/modelo-alagoana-desaparecida-ha-um-ano-e-encontrada-desorientada-em-morro-do-rj/39/67830
315,https://www.diariodacidade.com.br/opereta-a-peste-ganha-primeira-montagem-com-transmissao-de-niteroi-de-28-a-30-de-marco/
316,https://diariodamanha.com/noticias/deputado-sanderson-indica-emenda-de-r-100-mil-para-apae-de-carazinho/
318,https://www.diariodaregiao.com.br/economia/rio-preto-e-regiao/2021/02/1221350-reacao-em-cadeia.html
323,http://tnxdirect.diariodecuiaba.com.br/brasil/eleicoes-devem-reforcar-alianca-de-bolsonaro-com-centrao-avalia-planalto/550887
325,https://www.diariodenoticias.com.br/politica/359559/apoiados-por-bolsonaro-derrapam-em-pesquisas
326,https://www.diariodepernambuco.com.br/noticia/politica/2020/10/eleicoes-2020-veja-os-numeros-da-primeira-pesquisa-ibope-nas-capitais.html
353,https://www.redepress.com.br/noticias/2021/02/upl-doa-900-cestas-basicas-em-acao-social-com-cooperativas-agricolas/?amp
360,https://www.reporterdiario.com.br/noticia/2873859/usuarios-reclamam-do-abandono-nas-rodoviarias-de-s-andre-e-ribeirao/
365,https://br.reuters.com/article/topNews/idBRKBN27T26D-OBRTP?sp=true
379,https://www.dinheirorural.com.br/paes-lidera-com-30-das-intencoes-de-voto-no-rio-diz-datafolha/
384,https://istoe.com.br/com-flexibilizacao-praticantes-aumentam-procura-por-pre-treinos/
385,https://www.istoedinheiro.com.br/eleicoes-2020-mais-da-metade-dos-prefeitos-tentarao-reeleicao/
390,https://piaui.folha.uol.com.br/radio-piaui/foro-de-teresina/
397,https://ricmais.com.br/esportes/corinthians-anuncia-neo-quimica-como-novo-patrocinador-master-do-clube/
405,https://tc.com.br/empresas/apos-rede-dor-dasa-quer-levantar-ate-r574-bilhoes-com-relistagem/
409,https://rollingstone.uol.com.br/noticia/como-walter-white-descobriu-unica-fraqueza-do-poderoso-chefao-gus-fring-em-breaking-bad/
414,"https://www.rondoniadinamica.com/noticias/2020/02/anitta-faz-show-em-camarote-e-posa-com-novo-affair-em-bastidores,68145.shtml"
435,https://www.sbt.com.br/jornalismo/noticia/brasil/166582-justica-determina-que-planos-de-saude-justifiquem-reajustes-ao-procon
458,https://www.srzd.com/brasil/ibope-paes-cresce-crivella-martha-benedita-seguem-empatadas-rio/
477,https://sitebarra.com.br/novo/2020/02/anitta-usa-fantasia-de-zebra-para-show-de-carnaval-em-guarapari-es.html
482,https://www.sopacultural.com/musicas-e-shows/dj-felipe-mar-e-residente-do-nosso-camarote-bradesco-pelo-terceiro-ano-consecutico/
489,https://acontece.com/faces-femininas-espetaculo-online/
506,https://www.tnh1.com.br/noticia/nid/rio-de-janeiro-entradas-para-camarotes-na-sapucai-chegam-a-7-mil/
529,http://www.topmagazine.com.br/o-ano-comecou-mas/
541,https://www.tnh1.com.br/noticia/nid/com-acumulo-de-reajustes-planos-de-saude-ficam-ate-50-mais-caros/
554,https://www.otvfoco.com.br/saulo-poncio-vai-curtir-no-carnaval-enquanto-mulheres-da-familia-oram-no-monte/
576,https://www.uol.com.br/carnaval/2020/noticias/redacao/2020/02/21/anitta-ja-provou-em-50-dias-de-2020-que-vai-causar-no-carnaval.htm
584,https://veja.abril.com.br/politica/ex-jogador-de-futebol-aparece-em-delacao-de-ex-secretario-de-witzel/
585,https://vejario.abril.com.br/programe-se/conheca-gabriel-david-o-responsavel-pela-vitoria-da-beija-flor/
586,https://vejasp.abril.com.br/blog/musica/boas-atracoes-no-primeiro-final-de-semana-de-bloquinhos-de-rua/
600,http://visaocritica.com.br/carnaval-de-camarotes-tem-shows-exclusivos-idolos-sertanejos-e-muito-romance/
604,https://vogue.globo.com/lifestyle/festa/Baile-Vogue/noticia/2020/02/baile-da-vogue-2020-entre-no-salao-do-gala-fashionista.html
615,https://br.vida-estilo.yahoo.com/anitta-preparacao-carnaval-rotina-de-atleta-090026752.html?guccounter=1&guce_referrer=aHR0cHM6Ly93d3cuZ29vZ2xlLmNvbS8&guce_referrer_sig=AQAAADYF1PZhdjvRekegag265tdTIdNIIdSEnVkpx48NwCM-j73o2YUpQ3TtfBSFANthQ03f-VN0vDguufhepvpBK89WB5ET7hJO9UuDwBnL5MMcN3d68WQ_VnC-lSp49SwhSSfAgbNwXINxq5H838je4m6nLUbx-Hnab2nBFJnnASrI
641,https://www.agitossp.com.br/edson-recebe-alta-do-hospital/
663,https://www.aloalobahia.com/notas/depois-da-folia-2020-samara-e-marcelo-checon-desembarcam-em-praia-do-forte
673,https://www.oliberal.com/politica/apoiados-por-bolsonaro-derrapam-em-pesquisas-1.321861
686,https://www.annaramalho.com.br/inspira-a-esperanca-equilibrista/
725,https://www.baguete.com.br/noticias/26/01/2021/grupo-rci-lgpd-com-privacy-tools
728,https://www.bahiadevalor.com.br/newsdino/?releaseid=254701&title=Crescimento%20de%20planos%20de%20sa%C3%BAde%20tamb%C3%A9m%20se%20deve%20a%20novos%20conceitos%2C%20avalia%20gestora
730,https://bahiaeconomica.com.br/wp/2020/11/18/crivella-chama-globo-de-lixo-e-leva-bronca-de-jornalista/
746,https://bandnewsfmcuritiba.com/beneficiarios-de-planos-de-saude-encaram-reajustes-no-inicio-do-ano/
756,https://braziljournal.com/a-anestech-digitalizou-a-anestesia-e-nao-doeu-nada
758,https://bemnoticias.com.br/carnaval-de-camarotes-tem-shows-exclusivos-idolos-sertanejos-e-muito-romance/
760,https://br.blastingnews.com/tv-famosos/2020/02/anitta-aparece-com-novo-suposto-affair-em-camarote-003075625.html
766,https://www.bol.uol.com.br/entretenimento/2020/02/21/mais-magro-luan-santana-fala-sobre-rotina-de-exercicios-sofrendo.htm
775,https://www.brasildefato.com.br/2020/10/22/no-rio-de-janeiro-candidatos-a-prefeitura-debatem-propostas-para-as-favelas
805,https://canaltech.com.br/entretenimento/a-tirania-da-minuscula-coroa-covid-167723/
812,https://ci5.googleusercontent.com/proxy/DJbNvOdwawRXHs9EgcB4Ih2546SQRkIVHLRTDLiD4o82W5eQMxKJduk76n7So1cdmM5t7e0P0FLsYQHdDO2zvzQKMMxsLxNFUb5t0kTcuhAt2lO62PS8PaAPwPoWJwgW22VF-ui0SgnsJi64dLVq9rDpuvCkatLFa4b2N9sm6JpdHellkkHbavV2JNIpohQjbG3TT1pbHiOi=s0-d-e1-ft#https://fotos.caras.uol.com.br/media//images/large/2020/02/25/paolla-oliveira-curte-mais-um-dia-de-carnaval-com-o-namorado-905257.jpg
816,https://www.cartacapital.com.br/politica/carta-nas-eleicoes-recebe-benedita-da-silva-candidata-do-pt-no-rio/
817,https://cartacampinas.com.br/2021/04/se-bolsonaro-seguisse-o-que-foi-feito-no-governo-lula-ja-teriamos-mais-de-80-milhoes-de-vacinados/
823,https://cbncuritiba.com/teste-do-pezinho-sera-ampliado-de-forma-gradativa-no-pr/
837,http://chickenorpasta.com.br/2021/as-boas-do-fim-de-semana-em-casa_vol-6
851,"https://jornaldebrasilia.com.br/leo-dias/onde-os-famosos-mais-badalados-estarao-no-carnaval/
"
857,https://www.jornalodiario.com.br/geral/entretenimento/carnaval-de-camarotes-tem-shows-exclusivos-idolos-sertanejos-e-muito-romance/212330
864,http://cnews.com.br/frisson/entretenimento/147970/segunda_de_frisson_no_nosso_camarote
875,https://www.comuniqueassessoria.com.br/single-post/ncfjg
884,https://congressoemfoco.uol.com.br/informe-fenae/fenae-patrocina-evento-online-com-filmes-e-show-de-gilberto-gil/
915,https://www.culturafm101.com.br/site/noticias/planos-de-saude-sobem-quase-50---entidades-veem-aumento-abusivo--cruel-e-injusto-e-vao-a-justica
935,https://www.diariodigital.com.br/politica/veteranos-e-novatos-em-busca-do-poder/
936,https://www.diariodocentrodomundo.com.br/essencial/lula-elogia-universidade-por-homenagem-a-marina-silva-e-benedita-da-silva/
937,http://diariogaucho.clicrbs.com.br/rs/entretenimento/noticia/2020/02/famosos-assumem-romance-no-carnaval-12190050.html
938,http://www.diariopopularmg.com.br/ato-no-rio-pede-fim-de-acoes-policiais-em-horario-escolar/
944,https://divirtasecuritiba.com/2020/02/21/kopenhagen-marca-presenca-no-carnaval-do-rio-de-janeiro/
949,https://www.diarioonline.com.br/noticias/brasil/635991/consumidor-deve-ficar-atento-ao-reajuste-do-plano-de-saude
964,https://egobrazil.com/dj-felipe-mar-e-residente-do-nosso-camarote-pelo-terceiro-ano-no-rj/
966,"https://oglobo.globo.com/rio/carnaval/ingressos-disputados-programacao-exclusiva-desculpas-inusitadas-tudo-pelos-camarotes-da-sapucai-24263476
"
977,https://entretenimento.uol.com.br/noticias/redacao/2020/07/21/greys-anatomy-vai-abordar-pandemia-do-coronavirus-na-17-temporada.htm
979,https://epocanegocios.globo.com/Brasil/noticia/2020/10/epoca-negocios-brecha-na-lei-pode-eliminar-punicao-a-prefeito-que-deixar-caixa-no-vermelho.html
980,https://epoca.sp-globo.com/sheron-menezzes-curte-show-de-luan-santana-em-camarote/
983,https://www.espn.com.br/futebol/artigo/_/id/8279237/fortaleza-anuncia-novo-diretor-administrativo-confira
987,https://exame.com/noticias-sobre/marcelo-crivella/
1038,https://g1.globo.com/rj/rio-de-janeiro/carnaval/2020/noticia/2019/12/23/camarotes-na-sapucai-ja-estao-com-ingressos-a-venda-para-2020.ghtml
1055,https://glamurama.uol.com.br/carnaval-no-rio-saiba-quais-sao-os-eventos-e-ensaios-deste-fim-de-semana-para-esquentar-os-tamborins/
1057,https://vogue.globo.com/lifestyle/cultura/Musica/noticia/2020/02/ludmilla-vai-dominar-o-mundo-em-2020-e-comeca-pelo-baile-da-vogue.html
1171,https://1.bp.blogspot.com/-4dTeVYkOVEo/XllktvNpUJI/AAAAAAAAyTQ/QChH-kctvasJbGm5nTVx-LpmkXYhM5OlwCLcBGAsYHQ/s640/cassino%2Bsapucai.jpg
1333,http://www.belezaf5.com/2020/02/o-ultimo-after-bloco-19h01-com-amstel.html
1363,http://www.joaoalberto.com/2020/02/26/foi-muito-mais-que-eu-esperava-diz-camila-queiroz-sobre-baile-do-copa/
1364,https://1.bp.blogspot.com/-6mqhrt-UP4w/Xlcl0n_HL8I/AAAAAAACxz8/YKIjTvdB6BsBUZjOxHKq1jpYxMIXbppzgCLcBGAsYHQ/s640/ef7c049a96ae9807bac3125f83bf0c04.jpeg
1373,http://www.ops.com.br/noticia/5932/depois-de-reunir-mais-de-300-mil-pessoas-em-copacabana-bloco-da-favorita-participa-do-ensaio-do-bloco-eva-em-ribeirao-pretosp
1383,https://br.sputniknews.com/opiniao/2020081115939265-vacina-russa-contra-covid-19-simples-como-tudo-o-que-e-genial/
1384,https://harpersbazaar.uol.com.br/cultura/salman-toor-faz-arte-inspirada-na-vida-contemporanea/
1399,https://radios.ebc.com.br/blim-blem-blom/2020/10/blim-blem-blom-recebe-orquestra-mare-do-amanha
1461,http://portalgiro.com/abertura-do-carnaval-no-rio-acontece-neste-domingo/
1466,https://www.eonline.com/br/news/1125367/pedro-scooby-reata-com-cintia-dicker-e-se-emociona-em-show-de-anitta
1506,https://contigo.uol.com.br/noticias/carnaval/carnaval-paolla-oliveira-esbanja-boa-forma-ao-usar-look-recortado-para-bloco-de-rua-em-sp.phtml
1521,https://tnsul.com/2021/geral/forquilhinha-neguinho-recebe-diretoria-da-apae/
1523,"https://oglobo.globo.com/rio/carnaval/ingressos-disputados-programacao-exclusiva-desculpas-inusitadas-tudo-pelos-camarotes-da-sapucai-24263476
"
1526,http://www.emcartaz.net/gastronomia/qualita-lanca-castanha-de-caju-em-parceria-com-amigos-do-bem/
1536,https://extra.globo.com/noticias/carnaval/tudo-pelos-camarotes-da-sapucai-caca-aos-ingressos-programacao-exclusiva-desculpas-inusitadas-24263547.html?fbclid=IwAR1eDQAwh4RcR-uZoRZXFoNvwiGPNYMJbh4wkezgPwXEKXb4Y1dNk5OJY90
1554,https://www.folhadevilhena.com.br/2021/03/acoes-da-educacao-municipal-resultam-em-premio-nacional-por-servicos-oferecidos-a-criancas-e-adolescentes/?utm_source=rss&utm_medium=rss&utm_campaign=acoes-da-educacao-municipal-resultam-em-premio-nacional-por-servicos-oferecidos-a-criancas-e-adolescentes
1559,"https://www.uol.com.br/carnaval/2020/colunas/fefito/2020/02/22/quanto-custa-se-divertir-em-um-camarote-no-sambodromo.htm
"
1575,https://grandesnomesdapropaganda.com.br/agencias/tamojunto-live-fest-sucesso-em-conjunto-da-qualicorp-com-a-f-malta/
1594,https://anamaria.uol.com.br/noticias/ultimas-noticias/bruna-griphao-desmente-boato-de-que-ja-beijou-thiaguinho-quase-um-pai-pra-mim.phtml
1601,http://odia.ig.com.br/diversao/carnaval/2020/02/5868883-apos-fratura--ana-paula-evangelista-brilha-no-ensaio-da-tijuca.html
1666,https://40graus.al/noticia/paolla-oliveira-leva-ao-namorado-ao-ensaio-da-grande-rio.html
1709,https://www.odiariodonoroeste.com.br/bom-jesus-do-itabapoana-celebra-termo-de-fomento-com-a-apae/
1725,https://recordtv.r7.com/a-noite-e-nossa/novidades/marcia-goldschmidt-revela-os-bastidores-da-tv-no-a-noite-e-nossa-20042021
1726,https://redeglobo.globo.com/rpc/Responsabilidade-Social/noticia/juntos-contra-a-fome-em-foz-do-iguacu-confira-os-pontos-de-doacao-na-cidade.ghtml
1732,https://revistainfoco.com.br/2019/12/28/nosso-camarote-bradesco-divulga-algumas-atracoes-para-o-carnaval-2020/
1736,"https://ci6.googleusercontent.com/proxy/OBUeWTi-eKXNEuDOBbRrZ6wG41kCogGKRzG3dUjHtO1g7XEc6zBjHtKFHDnfRQudLUXoKeF6DkYWM6cV6DTQ0cBnyDBI562ZYHgQkd3d2i-DjsKVQzUdq58=s0-d-e1-ft#https://www.folhape.com.br/obj/7/371786,475,80,0,0,475,365,0,0,0,0.jpg"
1790,https://diariodosudoeste.com.br/economia/votacao-no-stj-poe-concessoes-em-xeque/
1825,http://www.chicefashion.com/2018_01_28_archive.html
1848,http://www.diariodeseriador.tv/search/label/Chuck%20Palahniuk
1882,https://blogs.oglobo.globo.com/ancelmo/post/ana-paula-evangelista-musa-da-unidos-da-tijuca-e-sua-disposicao-para-desfilar-na-sapucai.html
1924,https://www.boqnews.com/turismo/rio-de-janeiro-tradicao-carnavalesca/
1945,https://www.onortao.com.br/upl-doa-900-cestas-basicas-em-acao-social-com-cooperativas-agricolas-2/
1965,https://www.precisoviajar.com/viagem-de-trem-de-paris-para-londres/
1978,https://www.revistaplaneta.com.br/a-incrivel-historia-do-judeu-que-trabalhou-para-os-nazistas-na-grecia/
2003,https://www.tribunadecianorte.com.br/cidades/imposto-de-renda-pode-contribuir-com-assistencia-as-criancas-e-adolescentes/
2042,https://diariodoporto.com.br/sepetiba-de-50-anos-atras-volta-a-tv-como-sucupira/
2046,https://gpslifetime.com.br/conteudo/cotidiano/paula-santana/71/com-chuva-de-famosos-segundo-dia-do-nosso-camarote-e-puro-agito
2050,https://www.moneytimes.com.br/eleicoes-2020-mais-da-metade-dos-prefeitos-tentarao-reeleicao/
2116,https://jovempan.com.br/noticias/brasil/reserva-areia-praia-rio-de-janeiro-aplicativo.html
2237,https://rd1.com.br/pedro-scooby-termina-namoro-e-vai-curtir-camarote-de-anitta-no-carnaval/
2248,https://revistacasaejardim.globo.com/Casa-e-Jardim/Decoracao/noticia/2017/07/decoracao-46-salas-para-inspirar.html
2292,https://terceirotempo.uol.com.br/noticias/serie-documental-debate-os-impactos-da-covid-19-nos-esportes
2295,https://controle.topview.com.br/self/como-declarar-despesas-medicas-no-imposto-de-renda/
2298,https://tribunadajustica.com.br/covid-19-dentista-faz-alerta-sobre-a-transmissao-do-novo-coronavirus-pela-saliva/
2314,https://viatrolebus.com.br/2020/01/via-ferrea-da-linha-7-rubi-pode-ganhar-mais-trilhos-a-partir-de-perus-para-trem-cargueiro/#comments
2324,https://vocesa.abril.com.br/mercado-financeiro/ibovespa-tem-dia-salvo-por-brasilia-mas-foi-por-pouco-que-nao-caiu-mais-de-3/
2357,https://acriticadoacre.com.br/prefeitura-assina-convenios-com-10-instituicoes-e-vai-beneficiar-atendimento-na-area-social/
2358,http://www.zeronaldo.com/tag/carol-sampaio/
2364,http://www.agendabh.com.br/bloco-trem-na-cabeca-agita-o-domingo-de-carnaval/
2398,https://www.areavip.com.br/famosos/anitta-e-empresario-curtem-carnaval-juntos-na-marques-de-sapucai/
2408,https://www.autoracing.com.br/f1-61-anos-de-ayrton-senna-relembre-as-conquistas-com-o-lotus-97t/
2530,http://dahoranews.com.br/2020/02/21/11976/
2549,https://www.diarioonline.com.br/entretenimento/fama/576196/a-fila-andou-thiaguinho-e-flagrado-trocando-beijos-com-atriz
2607,https://www.folhadonortems.net.br/noticia/18418/entenda-por-que-o-excesso-de-trabalho-aumenta-o-risco-de-avc
2608,http://www.folhadoprogresso.com.br/novo-progresso-e-contemplado-com-mais-de-r-190-mil-para-trabalhadores-e-artistas-afetados-pela-pandemia/
2630,https://www.gazetams.com.br/noticia/10709/eleicoes-2020--mais-da-metade-dos-prefeitos-tentarao-reeleicao
2656,https://hugogloss.uol.com.br/tv/crianca-esperanca-luan-santana-e-ludmilla-fazem-performance-linda-nas-alturas-e-ivete-sangalo-impressiona-ao-cantar-do-ladinho-de-tim-maia-assista-a-todos-os-shows-incriveis/
2796,https://npdiario.com/policial/preso-receptador-de-pisos-furtados-da-apae-de-jacarezinho/?utm_source=rss&utm_medium=rss&utm_campaign=preso-receptador-de-pisos-furtados-da-apae-de-jacarezinho
2804,https://www.oestadoce.com.br/nacional/paes-lidera-disputa-para-prefeitura-do-rio-de-janeiro-com-30/
2883,http://revistapress.com.br/revista-press/roberto-kalil-e-o-novo-contratado-da-cnn/
3016,https://www.alagoas24horas.com.br/1274424/anitta-mostra-look-inspirado-em-lagarto-e-bumbum-de-fora-para-curtir-desfiles-na-sapucai/
3017,https://tribunahoje.com/noticias/cidades/2021/01/26/audiencia-pode-definir-cenario-de-greve-dos-rodoviarios/
3020,http://www.alagoasnt.com.br/noticia/23362/anitta-escolhe-look-de-lagarto-para-a-sapucai.html
3041,"https://www.jornalfolhadoestado.com/noticias/113586/em-live,-bolsonaro-pede-voto-para-filho-carlos-e-outros-candidatos-em-capitais"
3062,https://diariodosudoeste.com.br/brasil/chuva-faz-prefeitura-do-rio-acionar-sirenes-em-nove-favelas/
3087,https://www.otempo.com.br/diversao/camarotes-na-sapucai-que-tem-ate-bufe-de-alex-atala-chegam-a-r-7-mil-1.2301318
3089,https://cio.com.br/carreira/ti-aproxima-e-acelera-times-do-grupo-notredame-intermedica/
3090,"https://www.em.com.br/app/noticia/cultura/2020/06/15/interna_cultura,1156559/penuria-dos-artistas-e-tema-da-serie-a-tirania-da-pequena-coroa.shtml"
3106,https://ofolhademinas.com.br/materia/32389/coluna/o-pasquim-e-a-censura-de-ontem-e-de-hoje
3115,https://www.gazetadodia.com.br/noticia/6259/empresas-tem-ate-hoje-para-enviar-informes-para-o-ir-2021
3121,https://www.jornaldoestadoms.com/2021/04/tres-lagoas-neste-domingo-11-saude.html
3134,https://www.gazetadigital.com.br/variedades/unga-paz/curto-circuito/651742
3135,https://www.jornalodiario.com.br/geral/entretenimento/carnaval-do-sexo-famosos-separam-reatam-e-beijam-muito-na-folia/212437
3159,http://www.24brasil.com/entretenimento/chegou-com-cintia-pedro-scooby-se-emociona-vendo-show-de-anitta-em-camarote/1035624-noticias
3180,http://www.terramagazine.com.br/dicas-para-controlar-a-fobia-e-ser-vacinado-com-seguranca/
3184,https://ci5.googleusercontent.com/proxy/AsA8uaO6lqfghZSFYBc6G8BjpwB6Qk-67s5xu5QIELyy3NX3-FxwI3tFVEAVCLNFFT3HiV27tTm2PwhRc0Aa3wWZTsxqh9CSPO2yO16wvEAuLGFfYAxmS4IYnJiIVaC9uCgyAIkg5T4f47-mARfuYVrp3qHc3-5GhBS9NQO-RwxkWvKQTy-hDsFumeTzxP5OLTSlM0E=s0-d-e1-ft#https://www.meionorte.com/uploads/imagens/2020/2/24/f4c05e03-69a6-421f-a7cd-e1b25906b1bc-e5f6079d-6f85-43fd-91cd-c99a96b7ed0a.jpg
3238,http://www.marcasemercados.com.br/noticias/bacardi-leva-marcas-premium-para-a-sapucai-no-carnaval-2018/
3242,https://odiariocarioca.com/estilo-de-vida/noticia/2020/10/02/festival-livmund-de-sustentabilidade-realiza-edicao-digital-de-3-a-9-de-outubro/10102688.carioca-rj.html
3245,https://odia.ig.com.br/dmulher/2020/02/5871219--e-como-se-fosse-uma-estreia---diz-paolla-oliveira-sobre-retorno-a-sapucai.html
3274,https://gauchazh.clicrbs.com.br/comportamento/noticia/2020/02/entradas-para-camarotes-na-sapucai-que-tem-ate-bufe-de-alex-atala-vao-ate-r-7-mil-ck6y02hjm006901nzcepes3iu.html
3275,https://www.jornaldocomercio.com/_conteudo/colunas/reporter_brasilia/2020/11/766035-melhor-sem-padrinho.html
3276,http://www.gaz.com.br/conteudos/elenor_schneider/2021/03/08/177360-a_mulher_na_literatura_brasileira.html.php
3285,https://g1.globo.com/pe/pernambuco/noticia/2020/06/30/caso-miguel-ex-patroa-contou-ao-delegado-que-simulou-apertar-botao-do-elevador-onde-menino-estava-antes-de-cair-do-predio-diz-advogado.ghtml
3346,https://ci3.googleusercontent.com/proxy/Wqx4Z5NdmWfrCqQP9I12aGEGnlZCciKz30nDXMH5IA6irs1bO2hpoD86v-XUmeHV6ZI-a1ppmZK59yKA7aQcubAJNDkI_uJB0Lv7hc9UrzcqFPnPHfITJA7XSI5Zd_er5FiGmXTF=s0-d-e1-ft#https://rd1.com.br/wp-content/uploads/2020/02/20200223-rd1-luan-santana-620x420.png
3352,https://noticias.dino.com.br/noticia/?releaseId=254493
3355,https://jornaldebrasilia.com.br/leo-dias/paolla-oliveira-dara-o-que-falar-no-carnaval/
3356,https://liberal.com.br/brasil-e-mundo/economia/crivella-busca-em-guedes-apoio-para-antecipar-r-1-bilhao-de-royalties-1330560/
